stage,Alanine and aspartate metabolism,Arginine and Proline Metabolism,Citric acid cycle,Eicosanoid metabolism,Fatty acid oxidation,Glycerophospholipid metabolism,"Glycine, serine, alanine and threonine metabolism",Glycolysis/gluconeogenesis,Glyoxylate and dicarboxylate metabolism,Keratan sulfate degradation,Lysine metabolism,Methionine and cysteine metabolism,Miscellaneous,N-glycan degradation,Pentose phosphate pathway,Pyruvate metabolism,Sphingolipid metabolism,Tryptophan metabolism,Tyrosine metabolism,Urea cycle,"Valine, leucine, and isoleucine metabolism",Vitamin C metabolism
bc,0.1610434978947144,0.4658901175219667,0.3935514460805713,0.49937046051171496,0.1532764096375865,0.491659476052864,0.01269278561353851,0.37087953090690745,0.274306542713096,0.35379918564854274,0.4248496088196074,0.26416030761183834,0.6062181626656341,0.35379918564854274,0.22905615523803283,0.1408474777067618,0.9821888626200217,0.4748945518260722,0.3313098532744227,0.17662185173457598,0.14497955314373442,0.0
bc,0.14212529583000635,0.4212132189882116,0.3752227331725452,1.0,0.0,0.0,0.0,0.4040545917661525,0.2793154647821294,0.34466346260904096,0.41886323954799065,0.2365047011667676,0.6120952019801216,0.34466346260904096,0.23672770977073315,0.1328919398743707,0.5666486261122645,0.4689416120665054,0.31392729237159234,0.1782109555076004,0.13545467745407944,0.024716404550599206
bc,1.0,0.5344986448727297,0.44164990392526965,0.45602078315889066,0.1559393939276926,0.5005388881648419,0.12566345374641535,0.36475913507363594,1.0,1.0,0.33394291565777484,0.1576446662387687,0.9613066494820532,1.0,0.312473025304693,0.17357029189330522,1.0,0.5289012777373938,0.4029737377618417,1.0,0.1964414412339341,1.0
bc,0.16157341856116067,0.5077764112760064,0.3832310202807276,0.49024949433042136,0.17900550027953327,0.6005326088283687,0.22786119330901985,0.39978567238778073,0.0,0.23328379788304568,0.4219459651974652,0.13781483695956556,0.6309151132046195,0.23328379788304568,0.22763654048105095,0.1273175760492652,1.0,0.4684132641084343,0.31820564215686514,0.19686908885565788,0.14098083333575398,0.00022065650921804055
bc,0.12809206286887811,0.432988574310805,0.34595027272456275,0.5035158963030503,0.17138250984532333,0.45088492128113256,0.0012134394924956063,0.2565550903373225,0.27053161123759445,0.33718960469109843,0.4219459651974652,0.11276354278055903,0.6120952019801216,0.33718960469109843,0.2405756487751369,0.07610591279944058,0.9028134450137411,0.467595634177053,0.31773583572858755,0.14869593540010775,0.13673630967736816,0.0
bc,0.10356912933376633,0.45595219806105747,0.31660257892686705,0.6472514857970192,0.23222736218382747,0.42160263231374434,0.13632699390012534,0.26507434254727363,0.5444214455282335,0.3442367581691107,0.3680718541398882,0.044866789051075294,0.44825135658609344,0.3442367581691107,0.25006200621334046,0.08330179453840472,0.8635046750346271,0.4796680081195775,0.34132408985020957,0.17662185173457598,0.15275156013620297,0.42390838357374744
bc,0.15945825393886814,0.4091286299356045,0.41342949222641245,0.4881086024527362,0.19332506409244407,0.6212161506784243,0.2587385879738849,0.36429625846834407,0.27975751566519547,0.32142133819710006,0.44545210073856045,0.15364259140158806,0.6120952019801216,0.32142133819710006,0.30849992969027185,0.12524862774487067,0.4334881079687882,0.47947742466415727,0.34856867429722727,0.20327200537726203,0.15623201116554897,0.0
bc,0.14832723691114563,0.43850731940728127,0.3839307206140708,0.4931896296757213,0.1888985278206244,0.5712277063647175,0.025900640902992017,0.36588088154207593,0.27402485691567424,0.33612970150606875,0.4219459651974652,0.13781483695956556,0.6101856432435561,0.33612970150606875,0.23420151799703787,0.12722609660239254,0.9992582237853865,0.46414047090671046,0.3177744551576921,0.19478108128232152,0.1351229887437519,0.030442183967460245
bc,0.1457045747521204,0.4535670229688676,0.3832310202807276,0.5232364067159326,0.1798431696972457,0.49615247922338873,0.0,0.40845651406152167,0.27975751566519547,0.3388349376507508,0.42086764997710174,0.13781483695956556,0.6120952019801216,0.3388349376507508,0.224707726080211,0.1395579488097078,0.9908997248878456,0.4684132641084343,0.31820564215686514,0.19937277401396883,0.14051634892655526,0.0012721669020184158
bc,0.1460459656074587,0.46072558501706085,0.38542606927505313,0.4934785937242272,0.1832343606426515,0.5005388881648419,0.0,0.4012882090134649,0.3272293940878309,0.3388349376507508,0.4216131271784994,0.7087538234858258,0.6120952019801216,0.3388349376507508,0.2853880342707483,0.3914451327947269,0.562783192727717,0.4682158551519627,0.185653093269197,0.19288702558391307,0.1397908455143317,0.0037623765280001245
bc,0.14966642502710908,0.4828105862059739,0.38419754782755633,0.4897399332820794,0.2803055437113879,0.5423372182333246,0.15526770028772044,0.36588088154207593,0.12106392920499329,0.45503925331949857,0.4097777709695483,0.14015302143779015,0.7007754525227095,0.45503925331949857,0.21945293383925102,0.12896775858981915,1.0,0.35854631995214,0.3156417075114954,0.19836411293706233,0.4017068680671567,0.029956181775436613
h,0.14785262036879823,0.45539433471213014,0.6561507726859307,0.47446089034427386,0.0,0.5005388881648419,0.0,0.3601269467252156,0.2711295458413434,0.3388349376507508,0.40182693301120836,0.14464859675131927,0.5625748060789273,0.3388349376507508,0.22219075383243797,0.16960506330188926,0.38186758455496433,0.4684132641084343,0.0,0.19818680383219495,0.13651202499971318,0.051520446471083954
h,0.2623788291490114,0.6502495104133483,0.5026216178666318,0.4963123205097768,0.17970348258225605,0.5560382055710285,0.500429197344682,0.30619934862773773,0.28894416474844775,0.3388343699065237,0.6051959353983003,0.45312463922543234,0.5574829874761627,0.3388343699065237,0.1817728676376988,0.2039391255959201,1.0,0.6353058677528207,0.5336739603337292,0.2582359361148549,0.22570188049195117,0.11349328160682423
h,0.17590508443712416,0.4950321750890501,0.45111317436370113,0.4700977496662345,0.10048536524334388,0.5223842933541338,0.057590609220394426,0.36588088154207593,0.3198787029950448,0.3388349376507508,0.4828261618751831,0.1666032497706124,0.5382434276408172,0.3388349376507508,0.20800489425140914,0.12704617300058466,1.0,0.3613569293675405,0.38639720615070483,0.21364239335564963,0.45790456444042493,0.0031622731319805473
h,0.1760208855977606,0.5040897507260522,0.3612143921388809,0.521675658092251,0.17865570632819733,0.5018159872243317,0.037324738758544196,0.2359746987985629,0.192568057068661,0.1316687777850231,0.4608237992561378,0.11848338003050483,0.5837034098888804,0.1316687777850231,0.22283677490278078,0.07069817067468862,0.536452385737371,0.37887552881313247,0.3662044082139169,0.1516196159270794,0.07464847935589403,0.0
h,0.13572788154663565,0.43224754944081867,0.6499031382854112,0.4800149273514889,0.39210133682621523,0.5144385716040895,0.06317107942630298,0.2849303616155294,0.28353945486858345,0.2887380108752968,0.4146913238048,0.12799827985299816,0.7910974707077584,0.2887380108752968,0.19054124932162186,0.22553900849377834,1.0,0.4720525892498841,0.3093592149451152,0.19512299836531946,0.13744090799423883,0.01506118769713817
h,0.0,0.2783314549531133,0.15536865870836125,0.7614974801810818,0.7219883188340644,0.2178324059264019,0.5776792952767701,0.0,0.1593497615750243,0.444108286309882,0.04771269063998009,0.45312463922543234,0.30317050176013927,0.444108286309882,0.35526300539689276,0.0,0.7598262693098918,0.6452306228476822,0.5126140880164624,0.283879834468077,0.0,0.11349328160682423
h,0.14384531402557613,0.23469621165044005,0.7333856631620017,0.6704932890413127,0.1560625705085924,0.5005388881648419,0.14324347883407837,0.36588088154207593,0.27975751566519547,0.4999508205480045,0.3447235309086018,0.15004304885119527,0.7080214554434698,0.4999508205480045,0.22351806162538684,0.17766190413788685,0.43714204719564126,0.4067143762279376,0.24751715976469432,0.19273290806262475,0.06643241005527237,0.05787715141713701
h,0.16333735441107983,0.47735615850274443,0.3921604576270278,0.49356962308509067,0.1817254926248446,0.5005388881648419,0.0,0.36588088154207593,0.18565117679630477,0.3388349376507508,0.4293030583527898,0.14015302143779015,0.6983126602166224,0.3388349376507508,0.23890616617399454,0.12704617300058466,1.0,0.42855037735118817,0.1882092467037069,0.15939357363445977,0.052519692545076414,0.0
h,0.10284114247137549,0.46111488398098305,0.32476245110751145,0.5111698777269981,0.27321441025898763,0.5005388881648419,0.042104692875617786,0.3042990935435823,0.23866901884257305,0.3388349376507508,0.4203322254681372,0.09883282066749717,0.8787168901852298,0.3388349376507508,0.21354834332798317,0.11465834143059268,0.9946666479784616,0.4684132641084343,0.31820564215686514,0.18502339990658148,0.14051634892655526,0.0
h,0.11108019759517616,0.46755282052260994,0.3303335221573388,0.4934785937242272,0.21074123311001802,0.5005388881648419,0.007503715738046929,0.23108856070411762,0.44004650896816616,0.11396045706065733,0.41886323954799065,0.05947419324870751,0.8217668376860968,0.11396045706065733,0.22180575458645777,0.05436574392985076,0.47152731087650857,0.4682684177111243,0.31820564215686514,0.18694627196080765,0.13201031912780067,0.2871576422341304
h,0.11947972213278583,0.4437737946166608,0.34678142860068967,0.4679440975593554,0.25731867547969545,0.5736978274609201,0.0631701213580157,0.2573344584821892,0.27975751566519547,0.37646548582541295,0.45235836201774127,0.07524088556405584,0.6114556985389077,0.37646548582541295,0.28870344612400256,0.166341261200505,0.41800215914982064,0.4295915687406849,0.3601917856305295,0.21242809662864126,0.17331778143511048,0.02043500017585879
h,0.24805774878318687,0.5845047285643326,0.4898364219631929,0.5449837939705101,0.2611887532921303,0.509777575382968,0.09557097329633124,0.3764038231597273,0.25156259949423554,0.31189421946820256,0.5720298006394601,0.44169609075598704,0.6162882590104096,0.31189421946820256,0.22780742296595224,0.16129389219043427,0.4334881079687882,0.6009230598472329,0.48205076254139717,0.24957504341697206,0.2153701634969203,0.02995152126405631
h,0.1925043664480901,0.5180848257627838,0.5833020893534336,0.47169401787757587,0.2063590042085181,0.5715967393307236,0.2048198922888731,0.46979909788993435,0.2639005468776703,0.0,0.49292240130574233,0.19991849041316548,0.656940175599306,0.0,0.30540409770568216,0.13732435278289915,0.5986394293295578,0.5350063797123918,0.40862681440971277,0.22365989749973683,0.18932257582911627,0.013841689530609042
h,0.1457045747521204,0.45621876212360996,0.3832310202807276,0.49356962308509067,0.17949087234013522,0.5005388881648419,0.0,0.36588088154207593,0.27975751566519547,0.331498367773839,0.4218090318383111,0.13781483695956556,0.6120814441579574,0.331498367773839,0.23672770977073315,0.12704617300058466,1.0,0.45651278079919655,0.31820564215686514,0.1992727046333311,0.13450877479203188,0.0
h,0.1457045747521204,0.4494880804151634,0.3832310202807276,0.49356962308509067,0.17499862468098606,0.5005388881648419,0.0,0.3666482142488476,0.3919070478812217,0.3388349376507508,0.42153578481841664,0.13781483695956556,0.6115144511820721,0.3388349376507508,0.5471111008711772,0.12704617300058466,1.0,0.28356917052236874,0.31820564215686514,0.19716548779096937,0.14051634892655526,0.2476107915788301
h,0.12226836436594975,0.4555140413293039,0.34986939154825736,0.0,0.17101499946920914,0.5005388881648419,0.0,0.4078976216529552,0.3131702285728589,0.3411040319472272,0.4200570820024115,0.11514788223360103,0.5292563565963259,0.3411040319472272,0.18319325367422049,0.12707278495657298,1.0,0.4684132641084343,0.28562596235725696,0.16153869190157003,0.1356231686752207,0.11349328160682423
h,0.14623790699527298,0.4632894426487916,0.3861188661490494,0.4530314190506431,0.17378025617445064,0.5157818200643179,0.0,0.36588088154207593,0.29864253670423835,0.3388349376507508,0.4219459651974652,0.1393700664575816,0.6115144511820721,0.3388349376507508,0.23658776778712912,0.12704617300058466,1.0,0.4684132641084343,0.31820564215686514,0.19273290806262475,0.112341614963192,0.0
h,0.1419623640218528,0.45621876212360996,0.37648492441444764,0.49246121263539483,0.17245590691938176,0.5005388881648419,0.0,0.3667600410465777,0.5495763938870858,0.3392075528880152,0.4219459651974652,0.1388957654244961,0.6103239590382552,0.3392075528880152,0.23622043986286265,0.12704617300058466,1.0,0.4684132641084343,0.3171235716541731,0.1533010437360027,0.14051634892655526,0.4570588863989686
h,0.11717448859318191,0.4099676303489328,0.6280990691210964,0.49353474325523605,0.1761715541363308,0.46325052321575483,0.03936534361612381,0.26112716116209367,0.27975751566519547,0.3388349376507508,0.4041366648978239,0.05336304563560134,0.6118199760821191,0.3388349376507508,0.23566667787770387,0.06031277739714255,0.9327722111615254,0.47494863658813585,0.2883271932450008,0.2024740370075983,0.031024154797133444,0.0
h,0.19155129557313,0.5190038785884314,0.6031320143765075,0.4927659376061105,0.14303096445183744,0.4199537225054051,0.007932743315950081,0.36588088154207593,0.06495784675946906,0.4870535269011681,0.44475902789418575,0.14464859675131927,0.6109368837515428,0.4870535269011681,0.23672770977073315,0.14411113729390215,0.8628945019203973,0.49198639479507833,0.34950067787586736,0.21748200558756658,0.1598733989777254,0.0
h,0.1728816658867774,0.37469732464390065,0.37689338863548055,0.3942905496909008,0.17423737438765236,0.40748649141089166,0.007038321405746203,0.3461731119657022,0.13048277745598816,0.14443702373325915,0.4219459651974652,0.14398900910746903,0.5740098388194624,0.14443702373325915,0.21521291699786843,0.12769102552241296,0.8356704637560037,0.46657548597357756,0.2867349237065919,0.1699407519256672,0.10488443598523191,0.12412580707032007
h,0.1292575042043079,0.433928636525543,0.3472204302023499,0.5077456593937116,0.15166042331860158,0.6575344938590196,0.27015959079173446,0.2820052840248052,0.27628078821341495,0.3388349376507508,0.4141924373446751,0.12680392514672323,0.6113519436337764,0.3388349376507508,0.23378790118400625,0.08598756440758516,1.0,0.4523152614839842,0.31820564215686514,0.18157111823001426,0.13450482962323354,0.0
h,0.17781174413734477,0.49383988856676925,0.4479678431022282,0.48254475101659366,0.18590434952898172,0.6745116387514525,0.30341392928501865,0.3331862190627243,0.27975751566519547,0.3388349376507508,0.4719043721251262,0.2532921709744472,0.6090635631179758,0.3388349376507508,0.23307312959804777,0.16189200944568727,1.0,0.5167638854331189,0.3838012874536033,0.21097938581070963,0.1736496734492016,0.0
h,0.1457045747521204,0.45621876212360996,0.3832310202807276,0.48014037271010945,0.1693888777610831,0.48926458696026187,0.0,0.3659678845810525,0.27975751566519547,0.3388349376507508,0.4219459651974652,0.014718795697712334,0.6120952019801216,0.3388349376507508,0.2713041501658282,0.12704617300058466,0.9777598754464807,0.28849658161457675,0.31048760775252865,0.19865258221772325,0.12955336548585386,0.04094040051865962
h,0.0996227498167679,0.5020845947283541,0.32320432107075564,0.47978910927091234,0.262371157109659,0.6949592385386019,0.251291080957365,0.30342235394939493,0.06310442055967523,0.0,0.2508094727979004,0.1099681836663356,0.5228353217977634,0.0,0.26752527113804464,0.09271706971801337,0.9402209212217215,0.44302185602224065,0.3112303487279498,0.19860137733579683,0.14051634892655526,0.036305817670318534
h,0.0,0.3777963357036367,0.0,0.5394683459825184,0.6549474768999085,0.29113266212569633,0.1485877980316564,0.1672863679755067,0.3937413448527472,0.3394830930043715,0.22795856123673996,0.0,0.47539241776037344,0.3394830930043715,0.3659893160996086,0.01336116313121453,0.1839190104549601,0.3271308190502962,0.2800438750684931,0.21505748366274555,0.11512457506448609,0.2043393321256119
h,0.19793339083555206,0.30591001869607326,0.6590269848409129,0.45911567921198176,0.7600081644932579,0.7656714221843703,0.33327291684330534,1.0,0.4237022371608566,0.13695272015957197,0.29580949884467345,0.29379869306918416,0.2861630120112916,0.13695272015957197,0.0,0.2633400169158583,0.710349817510126,0.3201089414108072,0.37543115123084286,0.13882336871057313,0.09850282223762152,0.27333564348386885
h,0.1450803062155579,0.4101795728335625,0.3767099765367539,0.49356962308509067,0.230691613455511,0.5005388881648419,0.0037375586992878605,0.36588088154207593,0.27975751566519547,0.3388349376507508,0.4219459651974652,0.13781483695956556,0.6288886083859295,0.3388349376507508,0.23672770977073315,0.12704617300058466,1.0,0.4684132641084343,0.3075931027119821,0.19949582432465493,0.13555843950109117,0.0
h,0.06383224204757047,0.19656456426104355,0.26467955290811296,0.49356962308509067,0.16871755600250712,0.5005388881648419,0.03099473258664826,0.36529649190106445,0.3895361247148865,0.3388349376507508,0.4079055377508018,0.1371877489251815,0.6108419203951363,0.3388349376507508,0.23672770977073315,0.12644521199970254,0.9995888442598516,0.4684132641084343,0.31820564215686514,0.18958809298271032,0.14051634892655526,0.247137478872321
h,0.11109892413871918,0.40439313506065083,0.3550663909285662,0.4859470891484555,0.16359562333649283,0.4379186465174282,0.11414692751129017,0.3125806194984083,0.30173375901139404,0.15872082569057708,0.35151000514972636,0.07879645073023556,0.4837853935301408,0.15872082569057708,0.17003208528718564,0.3964244475477044,0.2896001735688403,0.4485822137379843,0.15741057431708994,0.16673314024209906,0.1278066262924772,0.013146635680875814
h,0.14169406160502462,0.466876908854673,0.3593220332299733,0.5826572724572289,0.1812795168521013,0.5055031877764902,0.0,0.3838782288125978,0.20746510346935046,0.1377376764903504,0.41971576961523394,0.1244712676333772,0.5805262025196891,0.1377376764903504,0.2905012526223202,0.12603404299198792,0.541315887828607,0.4581972403918618,0.18786810495019912,0.20055065933771982,0.11752940832576914,0.01557214693151182
h,0.19216531763727393,0.515111486561702,0.4488056946591739,0.5349383193312448,0.139226401325115,0.5489496230845652,0.04745497665091272,0.3747716587255224,0.30905225459442276,0.33632164370834333,0.48709069991531556,0.18514954590973987,0.632303137325299,0.33632164370834333,0.21851625907512326,0.1505974665163185,0.9925648137297117,0.5335263042147783,0.40499185178951974,0.15151719073506661,0.1896636348855137,0.18751185297130765
h,0.09482687290402209,0.4512694594200948,0.3152588408625839,0.49624253476022445,0.16463237796169716,0.5005388881648419,0.0031307492716558943,0.3735316042105073,0.24204011890754623,0.21568441295564625,0.4209502697688366,0.13732687649332326,0.6465406045157643,0.21568441295564625,0.2436646009191274,0.11751146638974774,1.0,0.4154828011483837,0.3204292236245033,0.1998153807502524,0.12620467991233209,0.0
