stage,Alanine and aspartate metabolism,Arginine and Proline Metabolism,Citric acid cycle,Eicosanoid metabolism,Fatty acid oxidation,"Glycine, serine, alanine and threonine metabolism",Lysine metabolism,Methionine and cysteine metabolism,Nucleotide interconversion,Pentose phosphate pathway,Tryptophan metabolism,Urea cycle,"Valine, leucine, and isoleucine metabolism"
h,0.7677886122779758,1.0,0.9663130305602083,0.7637453791309207,1.0,0.11354063894158625,0.13994166651054316,0.9654914202939556,0.3910290181852695,1.0,0.40050336162724187,0.16816426758816347,0.6064734123170563
h,0.5653786753896055,1.0,1.0,1.0,0.7968449933488556,0.5472271186459263,0.29645819814299423,0.9699439479175649,0.30819472375985557,0.6353657344053137,0.6728805368635408,0.11800108093524843,0.5416051172874585
hcc,0.8178800980280856,0.8236127411366474,0.8506381032078947,1.0,1.0,0.5871201043447382,0.2845400483818752,0.9554513242943888,0.39216587853821894,0.8524149494915048,0.6062146950209764,0.03067564415495102,0.5416051172874585
hcc,0.7358342093316574,1.0,0.9980283936426256,0.7653234321118523,1.0,0.5777942803897783,0.29891299535439436,1.0,0.3910290181852695,0.9608737167120985,0.5009984451831092,0.10737066759984276,0.4364945539301453
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.2939127031659936,1.0,0.39135911856227085,1.0,0.5430522523551138,0.10196770314851451,0.5416051172874585
hcc,0.5757092648668269,1.0,0.765184062518089,0.8927777163970843,0.6532393131044665,0.7402432361986722,0.29645819814299423,0.9207986398075025,0.3002724155790606,1.0,0.5430522523551138,0.10196770314851451,0.5416051172874585
hcc,0.5524796238112433,0.7088389793144063,0.8707799615406804,1.0,1.0,0.5472271186459263,0.29645819814299423,0.8891489242737904,0.6600216139632724,1.0,0.5430522523551138,0.10063477873544394,0.5416051172874585
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.29645819814299423,0.9575972897027605,0.3910290181852695,0.8904626759159099,0.45074278302369775,0.13841995207933908,0.5416051172874585
hcc,0.7595051511641306,0.9634083751058284,0.960638005275382,0.9581171881912073,0.9183256951755542,0.5472271186459263,0.3773258283412925,0.9070277399412755,0.414339286488148,0.9762459741682358,0.5430522523551138,0.11893893736860392,0.5416051172874585
hcc,0.7103839472968159,0.8894315405912554,0.9767273349381296,1.0,0.9873756158227311,0.5255017950721969,0.2943175856539485,1.0,0.3910290181852695,1.0,0.5395750599352278,0.05256621722283343,0.5453016293873468
hcc,0.8210613699490443,0.8783992352824149,1.0,1.0,1.0,0.5528093726658172,0.2868324458477756,1.0,0.4661452746873516,1.0,0.608922945002168,0.020291196344855694,0.5416051172874585
hcc,0.7204198264442078,0.9084094849369541,1.0,0.7825833615875071,0.8794302274307003,0.5472271186459263,0.31613197498770634,0.9571271203844615,0.38175546170920943,0.9982607933481573,0.6082317426827728,0.053146191015804214,0.5182416500424993
hcc,0.7048701955358818,1.0,1.0,0.9006991626754751,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10177629186277821,0.4823350041153276
hcc,0.7218177496239662,1.0,0.9720639937686218,1.0,1.0,0.4846471149034928,0.29478474335893945,0.9236212280274968,0.44532292076551316,0.7895168078380339,0.7027396757138495,0.11096928389195158,0.6175295015290466
hcc,0.7689702708847445,0.8574438542172373,0.8562165293653621,0.8358549965951014,0.8098854953823115,0.6541360710345183,0.23287160574390278,0.8418874570973692,0.3910290181852695,0.9199497681707206,0.5294474986162929,0.03384465598249889,0.5558430412646959
hcc,0.7025151248540553,0.8905722904562803,0.9918727832728421,0.946150107469567,0.6939729141241495,0.5472271186459263,0.29645819814299423,0.9778796491408919,0.41222439507027375,1.0,0.6066030314306753,0.04988715321869078,0.47316098455934974
hcc,0.6019242978351194,0.9838768960943153,0.988220108155235,1.0,0.9762257363258776,0.5472271186459263,0.29645819814299423,0.9035987167503537,0.3164097812257599,1.0,0.7070943604888177,0.1096871491683303,0.5325188507492856
hcc,0.8102989526988932,0.27785289068026414,0.3214058216975108,0.9983275011449319,1.0,0.3227820560356974,0.03999579492181884,0.5924807590422242,0.3910290181852695,0.9428921305759457,0.2565633364371377,0.0,0.7544779067075753
hcc,0.742257566653313,0.5705032163996956,0.9624997926908755,1.0,1.0,0.42373729697936147,0.16259661841175443,1.0,0.3910290181852695,1.0,0.499989218011624,0.10684562171858997,0.6129085177390535
hcc,0.7048701955358818,1.0,1.0,1.0,0.8963083204435921,0.5597273255881199,0.1467418499234802,0.9471377821008806,0.4776921741778508,1.0,0.6086955850514227,0.10196770314851451,0.5416051172874585
hcc,0.7386233890473906,1.0,0.915096501429027,0.8861682430090766,0.9497868431202761,0.020126291855602923,0.22362287345637766,0.9964550250175975,0.3921304149005569,0.9185014663496941,0.6260574534500326,0.16417011834456463,0.4588171598007759
hcc,0.9882940922093328,0.9926424376034667,0.8720151445417921,0.8888164748606877,0.8891585963981481,0.561025530760207,0.29645819814299423,0.920895654818871,0.3910290181852695,0.9694780550894394,0.531746299544121,0.14229045880839045,0.5467208973552723
hcc,0.6158955489440122,0.927559907919349,0.983632931684082,0.9299336616126891,0.8419645518564376,0.6091835160920287,0.35772231533726506,1.0,0.29255042552092586,0.8855520777251599,0.6065509631950415,0.06920788765352225,0.5297292097823145
hcc,0.7851017610986977,0.9075127582241757,0.8727057016603788,0.9032419470094128,0.8687666265073496,0.5014502415553513,0.2111520921705454,0.8791453068060595,0.4537164711485724,0.9451919377745333,0.6148799044595634,0.1723034630444211,0.5953236655595686
hcc,0.5972924209592656,0.9075127582241757,0.9399102225855872,0.8311147902192682,0.9535967696787961,0.5999193085486726,0.29101762162221473,0.9330595257765589,0.0,0.9414011541524271,0.6148799044595634,0.07266657653989733,0.58966009299611
hcc,0.599216872852141,0.6798677260954326,0.8853699226529774,0.7808393328739327,0.5271174935389599,0.4996836507371029,0.36500753286320753,0.9083443281909874,0.3245743408483646,0.7905610237477697,0.5341141759641587,0.1178174338455153,0.5554215785429554
hcc,0.7285275944292359,1.0,0.8099775465789995,0.9981460171405179,0.9712262040336392,0.5602827932807296,0.3857866985200735,1.0,0.3910290181852695,0.9589771025397162,0.5306937835921149,0.11085178408821755,0.4927305121962788
hcc,0.7450591724198147,1.0,0.9987574546830768,0.7828654764332175,0.9611636046610272,0.6243821389604182,0.29645819814299423,0.8152054133590876,0.3910290181852695,1.0,0.5430522523551138,0.10180266659016186,0.5416051172874585
hcc,0.7929556795446645,0.9911609645585754,0.8623862870880908,0.8448998036495761,0.7926726598536387,0.6535753394885656,0.2047008617315299,0.9638048184402297,0.3910290181852695,1.0,0.49589102377525096,0.12610546788387067,0.595829802995701
hcc,0.7533436476284836,1.0,0.7791183468746917,0.775391274281998,0.9931757826003501,0.5044287351510027,0.29183429211384704,0.9843412652692342,0.5302087603252461,0.9465521147058836,0.48761280611794894,0.10271485522182414,0.5391523836379427
hcc,0.6455418096857566,0.8653756104181785,0.9566215907814,0.9532306137274494,0.8807259866795468,0.4651815977104311,0.300750940326437,0.973372674053564,0.18397815252262587,0.9465521147058836,0.5701331282995129,0.03579507826763402,0.5772641821682641
hcc,0.5753637876007526,0.7304391032844992,0.8705158809049947,0.9880584266437257,0.7979463925606268,0.5721707740253802,0.31613197498770634,0.9362742670692851,0.5935231904427172,0.9707721340491257,0.751185519098111,0.14804586681023987,0.5198457391927006
hcc,1.0,0.8068629227541726,0.5617336121122164,0.7836199471044397,0.906975549779875,0.14647994578129153,0.594757412484586,0.0,0.518678598093375,0.5674847133060782,0.46829159526310654,0.3391505174841666,0.26534447134495365
hcc,0.515080470831112,0.9588955573609751,0.9459757553473168,0.6003830190627717,0.8695375428393527,0.41596992915634534,0.4445645156862146,0.34875194804594806,0.31009385712372717,0.64683668253934,0.39727637378595654,0.2187527684168868,0.6631042793295414
hcc,0.4459022318765582,0.5581422872004871,0.9364468610779192,0.8888164748606877,0.8793886700049687,0.4154986975347173,0.011343387153218469,0.6709156281624825,0.6440382512376718,0.9508835804039574,0.7783375682700566,0.13656557542358178,0.7055177375211411
hcc,0.0,0.7673284948823299,0.49618650625522176,0.5314668502802155,0.7691260834744087,0.24786210421560367,0.5852990817473935,0.23685474581331079,0.28053819792484735,0.7962162343366702,0.8036790216093733,0.5932455837029915,0.2811181616153581
hcc,0.17109920729366077,0.6273446747857975,0.5225455201676577,0.6154008710423566,0.32966768670895047,0.24018786017817903,0.19563193175189134,0.611891886382929,0.3002724155790606,0.314341773434717,0.31741620073799626,0.29840271672661806,0.7528335758119264
hcc,0.7089007358790385,0.9638067732105912,0.9808481138419352,0.9931431807211513,0.9060977014711332,0.5608592714547703,0.3567601825321255,0.7891434857515938,0.3910290181852695,1.0,0.5430522523551138,0.15714007615364015,0.5299705497577147
hcc,0.7350793600199905,1.0,0.9278327858450693,1.0,0.9336584037916322,0.5472271186459263,0.29645819814299423,1.0,0.3935024988066976,1.0,0.5430522523551138,0.10305412384302064,0.5308943493826465
hcc,0.7048701955358818,0.8485972069079325,1.0,1.0,0.9030619267556289,0.5472271186459263,0.11249981700732925,1.0,0.5474601581898945,1.0,0.7401071261194753,0.0,0.538242368886706
hcc,0.6860446865065545,1.0,1.0,1.0,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.11117551841906045,0.5416051172874585
hcc,0.7048701955358818,1.0,1.0,1.0,0.446681437225238,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.09712088441962756,0.5416051172874585
hcc,0.7038619641489625,0.9978950714858067,0.7988486052903566,0.8861682430090766,0.992898885658711,0.5576859966487072,0.2848670216691967,0.9888339239058789,0.4130554144242698,0.9235500077699804,0.5622615674108632,0.10595700122339416,0.5721745475923214
hcc,0.7281814306068546,1.0,0.9540851248944953,1.0,1.0,0.4827335871623146,0.43465784239425204,0.9829002499554311,0.3910290181852695,0.7880067688295843,0.5286115776129833,0.11556497376382975,0.47827622092747185
hcc,0.7050281657074902,1.0,1.0,1.0,1.0,0.5486799758980456,0.29514104150617065,1.0,0.3910290181852695,1.0,0.5430522523551138,0.11660513693378488,0.5416051172874585
hcc,0.6868308581948245,1.0,0.962671272463739,1.0,0.9584092385360582,0.5924797158190541,0.29645819814299423,0.9876868435768781,0.35991312571619294,1.0,0.5430522523551138,0.10148820519216654,0.5769701960963963
hcc,0.8665145137961063,0.5940217894483824,0.4178589755017332,0.23779809886146172,0.21858207612295763,0.23589372642066903,0.09646977669837765,0.46405344278601224,0.3910290181852695,0.8580426522985681,0.3590599978826192,0.20557845625503982,0.3677752490303171
hcc,0.8523648020530946,0.5906569451584972,0.40397230592367483,0.999482232891113,0.8982526918468601,0.37434721466797677,0.1512854104076512,0.49560394847299105,0.4113409544465147,0.8889250399960547,0.8676364041695869,0.3960760993441328,0.1895883895455721
hcc,0.8467356487602644,0.6115009992090135,0.949206199242774,0.8939684352974826,0.9781971061933452,0.11536389492462984,0.18509965379440071,0.7410465809421207,0.3826644286318879,0.8093845000480919,0.5988139950450817,0.14976773398475557,0.635668047635184
hcc,0.7286988951164663,1.0,0.9723634515294042,1.0,1.0,0.46244654125683937,0.36261100621828424,0.9772906860909771,0.3910290181852695,1.0,0.44419366379117997,0.1421969934080578,0.584759445059672
hcc,0.7063677251234923,1.0,1.0,1.0,1.0,0.5527784180201698,0.2868324458477756,1.0,0.3923898812807954,1.0,0.6467870535960157,0.10529812799563705,0.5416051172874585
hcc,0.7539669326126045,0.9242415150798737,0.7706527368498702,0.787776919892007,0.9445613868019225,0.8086055117830655,0.29891299535439436,0.9328357422742959,0.3928076872620016,0.9996382493435074,0.5430522523551138,0.16668640712056512,0.5416051172874585
hcc,0.710044779968948,1.0,1.0,0.9071845728676701,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10114525480369035,0.4891066981242051
