stage,Alanine and aspartate metabolism,Arginine and Proline Metabolism,Citric acid cycle,Eicosanoid metabolism,Fatty acid oxidation,"Glycine, serine, alanine and threonine metabolism",Lysine metabolism,Methionine and cysteine metabolism,Nucleotide interconversion,Pentose phosphate pathway,Tryptophan metabolism,Urea cycle,"Valine, leucine, and isoleucine metabolism"
hcc,0.7057145683606135,0.9510581562541937,0.9289980212144798,1.0,1.0,0.5220934906781227,0.293969592996133,0.9040604278921913,0.3910290181852695,0.9835763271103325,0.5389465069659154,0.1017808924992778,0.5103231508991656
hcc,0.5499587553199196,1.0,0.7489114352386648,0.9422355904612201,0.967728808230693,0.5155340891599048,0.3027057614793697,0.7469148494908202,0.298996011844916,0.5987948737729298,0.5513989457716588,0.18232446798459126,0.5515998740029525
hcc,0.7078978673676665,1.0,1.0,1.0,0.9970488813746038,0.5560790035007563,0.27832886858249684,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10753694685340426,0.5416051172874585
hcc,0.7000460027238584,1.0,0.9972409329485884,1.0,0.9799551093275056,0.5592896649008047,0.29178868105435296,0.9870480368149871,0.4034192234015226,0.9867838054373246,0.5565857560244252,0.16513305672731343,0.5416051172874585
hcc,0.6972044932418182,1.0,0.9837155935277146,0.9691767831014263,0.9847050254827275,0.5395042896838332,0.2923568182705003,0.763770403468175,0.3800080373200294,0.9932709787617183,0.532003589226777,0.10967016999334187,0.4908657815079651
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10196770314851451,0.5416051172874585
hcc,0.703760532451776,0.9799426261834209,0.998206266142373,0.9868080606000975,0.9705551606326935,0.5580876676172417,0.2920873331197381,0.9886667358852407,0.5445686367998213,0.9855165776576903,0.5558500360396738,0.09825910233210233,0.5457991442210248
hcc,0.7032261537174166,1.0,0.9856054772989236,0.8861682430090766,1.0,0.5402885394498445,0.29035983057551096,0.9967856058727615,0.38111072816944536,0.7782114284355428,0.5330274937399878,0.10939193962327953,0.6223882113631853
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10196770314851451,0.5416051172874585
hcc,0.6995288919069748,0.9890795047888377,0.9159934960506795,0.8888164748606877,0.96732018469962,0.659216739168604,0.2632009539079929,0.9303432221748824,0.3930097896970872,0.8486569000764783,0.6354612712730752,0.1477237877884709,0.5416051172874585
hcc,0.7841937585553498,1.0,1.0,0.7518634610095281,1.0,0.562850743366896,0.3909025495687913,0.9805302325781953,0.3910290181852695,0.7910837048681789,0.4869633483272205,0.1349275575976157,0.5277389348850051
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.11129260200780537,0.5416051172874585
hcc,0.580211437693936,0.9829196875458784,1.0,0.8917776244000727,0.8794908805644122,0.5416093752682634,0.25877780335722206,0.9982450944176112,0.5394137248699548,0.9580361488061815,0.6141043932454712,0.12180578585886427,0.544082447467168
hcc,0.6516049167353664,0.8559605240111013,0.8449516893643002,1.0,0.9006217247244195,0.7176202190558045,0.29406433842407254,0.9653488901959654,0.3385168189098871,0.7637316925701771,0.6755872277091174,0.015356615814855422,0.5718509740489773
hcc,0.8874482779324065,0.7088389793144063,0.7886139789291123,0.8264631097225124,0.7678640175192722,0.5472271186459263,0.29645819814299423,0.8741879723237626,0.44974191974312727,0.5990184163307022,0.653892005174485,0.14317284869681882,0.5587756312565474
hcc,0.46103057965686683,0.5539814947414406,0.35972436344276354,0.9258691582443803,0.7750917176076684,0.3004769163575942,0.4852074689938019,0.5514220549743694,0.32290548331295893,0.5820483381119333,0.3367771899086698,0.15499534965808523,0.6577841431463066
hcc,0.7131891864875591,1.0,1.0,1.0,0.973347663738961,0.5529061446401192,0.3794858314606747,0.9862064664845924,0.42599210395024606,1.0,0.5739116820493602,0.10533818551953508,0.5691006397534033
hcc,0.7048701955358818,0.9529203057607729,1.0,1.0,1.0,0.5472271186459263,0.33560945780690127,1.0,0.44628420723233025,1.0,0.5489340219257225,0.09023087567242276,0.45343085084147977
hcc,0.7287692345137008,0.9713544680321536,0.7084836347881326,0.597891323709592,0.8103482218310929,0.03317051025710379,0.24753890001396106,0.8363906091704864,0.3924558214820733,0.9279807184759271,0.5397792746093226,0.18607226209046163,0.5855675322242956
hcc,0.7078978673676665,1.0,1.0,1.0,1.0,0.5357473290028835,0.2954356433783226,1.0,0.3910290181852695,1.0,0.5413383337279235,0.10262323183132074,0.5090222933782558
hcc,0.7016634096017119,0.9408172214786872,0.9762641106392784,1.0,1.0,0.5867279999809484,0.29645819814299423,0.9848073615609438,0.5560130946796246,1.0,0.5430522523551138,0.07720117409294214,0.5414233040391542
hcc,0.6227536938517076,0.9954898499434193,0.9593168182118594,0.8747603258326858,0.939056083153922,0.0001987512520499271,0.523172019548025,0.9682308776512351,0.4420186605941036,0.5732833952668145,0.5760899957996463,0.1847981032560774,0.5084676680766421
hcc,0.6719794042038719,0.8485972069079325,0.9774343416570385,0.9263246605172364,0.8380722801607741,0.5956084171376883,0.2672523214610883,0.947332270894187,0.3564125222492582,1.0,0.5746390646955919,0.0,0.5089488313212921
hcc,0.7350358471938558,0.9933535001446808,0.9626112718775928,0.9263246605172364,0.7040164740789834,0.5159984919013191,0.32772579142108804,1.0,0.4275631759596588,1.0,0.5044506159006034,0.19216991047386459,0.5076673755441181
hcc,0.4713433708102084,0.6431203971030516,0.898650905739028,1.0,0.6637830281506664,0.08028248776951621,0.5393706292757362,0.8952167985558419,0.05817576656057846,0.855040430185604,0.4433505752193293,0.29910651668958377,0.6399443972877004
hcc,0.22744831132772322,0.0,0.0,0.0,0.5530854692892545,0.28291471283973796,0.8016413798795267,0.5514220549743694,1.0,0.8160661139528004,0.0,0.5145288413732572,1.0
hcc,0.3667452502948937,0.5170516462013192,0.009478984809803505,0.6599733901201894,0.9601789578697344,0.34908093565982096,0.5659006089444816,0.6235900281908797,0.6985895265151537,0.7862203493971269,0.8173080390523042,1.0,0.2980117811452219
hcc,0.5727847829890039,1.0,0.9982349726263796,0.9483087853782385,0.9375417685979694,0.0,0.2346942188028409,0.9783885003930809,0.3002724155790606,0.9807959546736412,0.5430522523551138,0.23515034975171728,0.5281666124064467
hcc,0.7048701955358818,1.0,1.0,1.0,1.0,0.5472271186459263,0.2964062391365476,1.0,0.40543613326813166,1.0,0.5430522523551138,0.10196770314851451,0.5416051172874585
hcc,0.7598028818627632,0.9226715760212956,1.0,1.0,1.0,0.0,0.22862265798562215,1.0,0.39398886514475745,0.8093845000480919,0.530280995432513,0.21787904881727319,0.5416051172874585
hcc,0.7122203938048006,0.9822377323401001,0.9948106258312448,0.7952549153798325,0.970186957311303,0.5205939086132451,0.2941119308015059,0.9904442787717499,0.4154870652837915,0.7920993536005797,0.5388690637525249,0.12051081351651427,0.46465244353990237
hcc,0.7048701955358818,1.0,0.9764729491845106,1.0,1.0,0.5472271186459263,0.29645819814299423,0.998504035131389,0.3910290181852695,0.972696727256673,0.5407945954368436,0.10196770314851451,0.5416051172874585
hcc,0.6593412565654153,0.7847770689233826,0.7713215526185238,0.9128087777758204,0.9281900944786838,0.4828074887284523,0.1440412224762859,0.925969736908313,0.40223286865635655,1.0,0.5303498267385125,0.016853861839070505,0.5706492975319567
hcc,0.3634701480452367,0.477389787054571,0.3132119165487438,0.993801001358934,0.9312757826472001,0.296968898001165,0.1455339062049558,0.5387835053376876,0.3200370875836612,0.8017426304100705,0.18353472021654477,0.1575705112866461,0.8179822589460358
hcc,0.6590534191899495,0.7222275491729266,0.8334290200920643,0.9590583062360791,0.9624799253190237,0.5609258623218001,0.2672517001953068,0.894774097559295,0.40223286865635655,0.9908442572907825,0.4646445177606039,0.1470754642198935,0.562675699247646
hcc,0.711239363675197,0.8746264423578253,1.0,0.8392210444089259,0.9913720240192169,0.5623841311440193,0.412997949154833,0.9795980176413207,0.3910290181852695,0.9235663790254338,0.45746979296775886,0.0387357347474094,0.5785095889705151
hcc,0.7012757698123953,0.996360167925915,0.9739919419761758,0.9975303169308046,0.8642819733073887,0.5573308052506216,0.2988883581960744,0.9687572834657897,0.3910290181852695,0.9534054008470013,0.4701176133009156,0.10150405370834341,0.48307062553528346
hcc,0.5653786753896055,0.9983137402626338,0.9545983609885575,0.96965629740685,0.9500472105282023,0.5538783370683865,0.2448478533450258,0.8057330078837801,0.24189479265071806,0.785757437979363,0.5430522523551138,0.14384013375627355,0.5087497282753479
hcc,0.7188030966525092,0.8667809767040753,0.7543759034090589,0.9250003142718937,0.7853659976120146,0.0,0.24966229657098937,0.9671160854754489,0.3910290181852695,0.7848101558259695,0.5430522523551138,0.22894018748093156,0.5416051172874585
hcc,1.0,0.8032171322647313,0.8800889599591271,0.5645839537743954,0.26546904647349545,0.7190828701665384,0.44361529577609565,0.1788874320085718,0.6321120926270233,0.6891692582966579,0.7185844349572446,0.40570436192328296,0.43664098648472516
hcc,0.8454725179605593,0.5755184716416374,0.9253475549661463,0.6821989665159625,0.5392866029178701,0.16150642472091054,0.0,0.702496167459548,0.48629901021219324,0.6891692582966579,0.9171259385097369,0.22046868600645034,0.3982904235006061
hcc,0.7185631119663195,1.0,0.9723634515294042,0.9828466994526885,1.0,0.47210803033248555,0.4721863592417963,0.9631751642347023,0.36791408056129005,0.6290390033370373,0.52805092461931,0.11577286618075719,0.5746276793937909
hcc,0.7253958356312019,1.0,1.0,1.0,0.908335615156188,0.5472271186459263,0.29645819814299423,1.0,0.3910290181852695,1.0,0.5430522523551138,0.10114525480369035,0.5416051172874585
hcc,0.7048701955358818,1.0,1.0,1.0,0.6683249299731919,0.5472271186459263,0.29645819814299423,0.913345926423312,0.20649370706366935,0.9344730654291349,0.5096717800906924,0.10300685043467406,0.5450861369960488
hcc,0.7173513270374977,1.0,0.9253475549661463,0.9871530743358571,0.7376777177538543,0.5472271186459263,0.30269086646906085,0.9303432221748824,0.39229291039656317,0.9746295623538055,0.5430522523551138,0.13271395615276596,0.4177267634801515
hcc,0.5954727641384808,0.9948406867181243,0.8938035815103907,0.8967626325686576,1.0,0.6709616665146971,0.508423007011409,0.7833137442556454,0.2069817686075542,0.9963398793059388,0.4706773887151645,0.10353609272044381,0.5168023076044252
hcc,0.6719268013265015,0.8792142997877104,0.9725986779272713,0.9919936050590461,0.6532393131044665,0.6640533841899008,0.22227498227984754,1.0,0.5792304700976156,1.0,0.5522221348274454,0.041907194038006294,0.5289116018869813
hcc,0.5753085729551498,0.8068629227541726,0.8657251620497171,0.7253028022823607,0.9796066293061226,0.6662178317842777,0.2934036593385076,0.8424410672225936,0.7834875501682389,0.904845100339879,0.6555932683316719,0.0,0.5811947386462255
hcc,0.42780449628445605,0.25694388918594907,0.29126499949178297,0.6218897895343892,0.7309858980424679,0.3201642851435903,0.005451393768433326,0.5794279634046621,0.5066619907858408,1.0,0.25992059234642545,0.4660865399193969,0.7578635531910527
hcc,0.8396297878154558,0.6422879762676962,0.8952847597005469,0.9503928376340484,0.7390973737591864,0.16006572205571049,0.19804137234203995,0.9111885365422381,0.40639750679792724,0.5063914433888859,0.3801143299937087,0.1922686896953153,0.44269479529629613
hcc,0.6829235842237495,0.9217993751491331,0.9405349167666456,0.78777754135369,0.9702360425778932,0.5117494394273474,0.3450911053227908,0.9732437324310711,0.3964622330797407,0.7911047744334766,0.5263826307458929,0.07925613373672825,0.5810242599593409
hcc,0.7208214894292232,0.9777456765300774,0.9741263286862973,1.0,0.9970907294872726,0.491062458122952,0.3127764526083441,0.9998830242886223,0.4380034183622698,0.9868522120888898,0.5323191234550166,0.09859735166378915,0.5643666778166808
hcc,0.7234252858559096,0.8817071675966136,0.9941928250656163,0.9333057370948158,0.5646771556509279,0.5773759517595931,0.33201989133146953,1.0,0.3943792180509291,0.7893126691988496,0.5388002084763595,0.04993645276837365,0.5309217334550114
hcc,0.7505221773816132,0.9514865921364284,0.9380728129789058,0.43684051359293014,0.9429373252128334,0.48762501119181145,0.2555200566644545,0.9761422824594369,0.38778190108180616,0.6879667957001849,0.46257495297965995,0.20649673218592726,0.4721758719040477
hcc,0.6031910391479027,0.9146876007386655,0.9365649386440581,0.8258745916529865,0.9473632151128139,1.0,0.28510127632308174,0.9804433991101864,0.31009385712372717,0.9626975684960246,0.49690921793236226,0.16753573190283227,0.5496203043522168
