protein	11docrtsl_m
protein	11docrtsl_r
protein	11docrtstrn_m
protein	11docrtstrn_r
protein	17ahprgnlone_c
protein	17ahprgnlone_g
protein	17ahprgnlone_l
protein	17ahprgnlone_m
protein	17ahprgnlone_r
protein	17ahprgstrn_c
protein	17ahprgstrn_m
protein	17ahprgstrn_r
protein	4mptnl_m
protein	5adtststerone_c
protein	5adtststerone_r
protein	5adtststeroneglc_r
protein	5adtststerones_c
protein	6htststerone_r
protein	C05284_c
protein	C05284_m
protein	C05284_r
protein	CE1352_c
protein	CE1352_g
protein	CE1352_l
protein	CE1352_r
protein	ac_c
protein	ac_m
protein	ac_r
protein	acald_r
protein	ahandrostan_r
protein	ahandrostanglc_r
protein	aldstrn_m
protein	andrstandn_r
protein	andrstndn_c
protein	andrstndn_m
protein	andrstndn_r
protein	andrstrn_r
protein	andrstrnglc_r
protein	aprgstrn_c
protein	bildglcur_r
protein	bilglcur_r
protein	bilirub_r
protein	chsterol_c
protein	chsterol_g
protein	chsterol_l
protein	chsterol_m
protein	chsterol_r
protein	chsterols_c
protein	chsterols_g
protein	chsterols_l
protein	chsterols_r
protein	cortsn_r
protein	crtsl_c
protein	crtsl_m
protein	crtsl_r
protein	crtstrn_m
protein	dhea_c
protein	dhea_m
protein	dhea_r
protein	dheas_c
protein	dheas_r
protein	eandrstrn_r
protein	estradiol_c
protein	estradiol_r
protein	estradiolglc_r
protein	estriol_r
protein	estriolglc_r
protein	estrone_c
protein	estrone_r
protein	estroneglc_r
protein	estrones_c
protein	estrones_r
protein	for_r
protein	h2o_c
protein	h2o_g
protein	h2o_l
protein	h2o_m
protein	h2o_r
protein	h_c
protein	h_g
protein	h_l
protein	h_m
protein	h_r
protein	hestratriol_r
protein	nad_c
protein	nad_r
protein	nadh_c
protein	nadh_r
protein	nadp_c
protein	nadp_m
protein	nadp_r
protein	nadph_c
protein	nadph_m
protein	nadph_r
protein	o2_c
protein	o2_m
protein	o2_r
protein	pap_c
protein	paps_c
protein	prgnlone_c
protein	prgnlone_g
protein	prgnlone_l
protein	prgnlone_m
protein	prgnlone_r
protein	prgnlones_c
protein	prgnlones_g
protein	prgnlones_l
protein	prgnlones_r
protein	prgstrn_c
protein	prgstrn_r
protein	so4_c
protein	so4_g
protein	so4_l
protein	so4_r
protein	tststerone_c
protein	tststerone_r
protein	tststeroneglc_r
protein	tststerones_c
protein	udp_r
protein	udpglcur_r
protein	whtststerone_r
abstract	5ADTSTSTERONESULT
abstract	AKR1C1
abstract	CHSTEROLSULT
abstract	DHEASULT
abstract	ESTSULT
abstract	HSD11B1r
abstract	HSD11B2r
abstract	HSD17B1
abstract	HSD17B2r
abstract	HSD17B7r
abstract	HSD17B8r
abstract	HSD17B9r
abstract	HSD3A1r
abstract	HSD3A2r
abstract	HSD3B11
abstract	HSD3B11r
abstract	HSD3B12r
abstract	HSD3B13
abstract	HSD3B13r
abstract	HSD3B2r
abstract	HSD3B3r
abstract	P45011A1m
abstract	P45011B11m
abstract	P45011B12m
abstract	P45011B21m
abstract	P45017A1r
abstract	P45017A2r
abstract	P45017A3r
abstract	P45017A4r
abstract	P45019A1r
abstract	P45019A2r
abstract	P4501B1r
abstract	P45021A1r
abstract	P45021A2r
abstract	P4503A43r
abstract	P4503A7r
abstract	PRGNLONESULT
abstract	SR5AR2r
abstract	SR5ARr
abstract	STS1
abstract	STS1r
abstract	STS2
abstract	STS2r
abstract	TSTSTERONESULT
abstract	UGT1A10r
abstract	UGT1A1r
abstract	UGT1A2r
abstract	UGT1A3r
abstract	UGT1A4r
abstract	UGT1A6r
abstract	UGT1A7r
abstract	UGT1A8r
abstract	UGT1A9r
abstract	RE1096C
abstract	RE1096M
abstract	RE1096R
abstract	RE1099C
abstract	RE1099G
abstract	RE1099L
abstract	RE1099R
abstract	RE1100C
abstract	RE1100G
abstract	RE1100L
abstract	RE1100R
abstract	RE1134C
abstract	RE1134M
abstract	RE1134R
abstract	RE1135C
abstract	RE1135G
abstract	RE1135L
abstract	RE1135R
abstract	RE2766C
abstract	RE2768C
abstract	RE2768M
abstract	RE2768R
abstract	HSD17B3r
paps_c	5ADTSTSTERONESULT	-a>
5adtststerones_c	5ADTSTSTERONESULT	-a>
5adtststerone_c	5ADTSTSTERONESULT	-a>
h_c	5ADTSTSTERONESULT	-a>
pap_c	5ADTSTSTERONESULT	-a>
prgstrn_c	AKR1C1	-a>
nadp_c	AKR1C1	-a>
aprgstrn_c	AKR1C1	-a>
nadph_c	AKR1C1	-a>
h_c	AKR1C1	-a>
paps_c	CHSTEROLSULT	-a>
pap_c	CHSTEROLSULT	-a>
chsterol_c	CHSTEROLSULT	-a>
chsterols_c	CHSTEROLSULT	-a>
h_c	CHSTEROLSULT	-a>
paps_c	DHEASULT	-a>
pap_c	DHEASULT	-a>
dhea_c	DHEASULT	-a>
dheas_c	DHEASULT	-a>
h_c	DHEASULT	-a>
paps_c	ESTSULT	-a>
pap_c	ESTSULT	-a>
estrone_c	ESTSULT	-a>
h_c	ESTSULT	-a>
estrones_c	ESTSULT	-a>
crtsl_r	HSD11B1r	-a>
h_r	HSD11B1r	-a>
cortsn_r	HSD11B1r	-a>
nadph_r	HSD11B1r	-a>
nadp_r	HSD11B1r	-a>
crtsl_r	HSD11B2r	-a>
cortsn_r	HSD11B2r	-a>
nadh_r	HSD11B2r	-a>
h_r	HSD11B2r	-a>
nad_r	HSD11B2r	-a>
estrone_c	HSD17B1	-a>
nadp_c	HSD17B1	-a>
nadph_c	HSD17B1	-a>
h_c	HSD17B1	-a>
estradiol_c	HSD17B1	-a>
tststerone_r	HSD17B2r	-a>
h_r	HSD17B2r	-a>
nadh_r	HSD17B2r	-a>
nad_r	HSD17B2r	-a>
andrstndn_r	HSD17B2r	-a>
h_r	HSD17B7r	-a>
estrone_r	HSD17B7r	-a>
